competitor,competitor_product,vos_product,vos_url,variant_type,missing_variant,vos_status,vos_closest_variant,competitor_price,competitor_url,match_confidence
ninja-vapes.co.uk,crystal prime 10000 puffs prefilled pod kit,crystal prime 10000 puffs vape kit aura bar vape,https://vapeonlinestore.co.uk/products/crystal-prime-10000-aura-bar,flavour,lemon lime,not listed on VOS,,7.99,https://www.ninja-vapes.co.uk/product/crystal-prime-10000,low
ninja-vapes.co.uk,Crystal Prime 10000 Puffs Vape Aura Bar,crystal prime 10000 puffs vape kit aura bar vape,https://vapeonlinestore.co.uk/products/crystal-prime-10000-aura-bar,flavour,strawberry gummy bear,not listed on VOS,,69.99,https://www.ninja-vapes.co.uk/product/box-of-10-crystal-prime-10k,high
ninja-vapes.co.uk,crystal prime 10000 puffs prefilled pod kit,crystal prime 10000 puffs vape kit aura bar vape,https://vapeonlinestore.co.uk/products/crystal-prime-10000-aura-bar,flavour,strawberry gummy bear,not listed on VOS,,7.99,https://www.ninja-vapes.co.uk/product/crystal-prime-10000,low
ninja-vapes.co.uk,Crystal Prime Nic Salt 10Ml,crystal prime 10ml nic salts e-liquid,https://vapeonlinestore.co.uk/products/crystal-prime-10ml-nic-salts,flavour,prime special,not listed on VOS,,2.49,https://www.ninja-vapes.co.uk/product/crystal-prime-nic-salts-10ml,high
ninja-vapes.co.uk,crystal pro switch 30k prefilled refill pods,crystal pro switch 30k prefilled pods,https://vapeonlinestore.co.uk/products/crystal-pro-switch-30k-pods,flavour,gummy bear hbubba,not listed on VOS,,6.99,https://www.ninja-vapes.co.uk/product/crystal-pro-switch-30k-prefilled-refill-Pods,high
ninja-vapes.co.uk,crystal pro switch 30k prefilled refill pods,crystal pro switch 30k prefilled pods,https://vapeonlinestore.co.uk/products/crystal-pro-switch-30k-pods,flavour,watermelon ice watermelon bubblegum,not listed on VOS,,6.99,https://www.ninja-vapes.co.uk/product/crystal-pro-switch-30k-prefilled-refill-Pods,high
ninja-vapes.co.uk,cuba nicotine pouches,cuba nicotine pouches,https://vapeonlinestore.co.uk/products/cuba-nicotine-pouches,flavour,apple juice,not listed on VOS,,3.99,https://www.ninja-vapes.co.uk/product/cuba-nicotine-pouches,high
ninja-vapes.co.uk,cuba nicotine pouches,cuba nicotine pouches,https://vapeonlinestore.co.uk/products/cuba-nicotine-pouches,flavour,banana ice,not listed on VOS,,3.99,https://www.ninja-vapes.co.uk/product/cuba-nicotine-pouches,high
ninja-vapes.co.uk,cuba nicotine pouches,cuba nicotine pouches,https://vapeonlinestore.co.uk/products/cuba-nicotine-pouches,flavour,blackcurrant,not listed on VOS,,3.99,https://www.ninja-vapes.co.uk/product/cuba-nicotine-pouches,high
ninja-vapes.co.uk,cuba nicotine pouches,cuba nicotine pouches,https://vapeonlinestore.co.uk/products/cuba-nicotine-pouches,flavour,blueberry,not listed on VOS,,3.99,https://www.ninja-vapes.co.uk/product/cuba-nicotine-pouches,high
ninja-vapes.co.uk,cuba nicotine pouches,cuba nicotine pouches,https://vapeonlinestore.co.uk/products/cuba-nicotine-pouches,flavour,cherry,not listed on VOS,,3.99,https://www.ninja-vapes.co.uk/product/cuba-nicotine-pouches,high
ninja-vapes.co.uk,cuba nicotine pouches,cuba nicotine pouches,https://vapeonlinestore.co.uk/products/cuba-nicotine-pouches,flavour,cola,not listed on VOS,,3.99,https://www.ninja-vapes.co.uk/product/cuba-nicotine-pouches,high
ninja-vapes.co.uk,cuba nicotine pouches,cuba nicotine pouches,https://vapeonlinestore.co.uk/products/cuba-nicotine-pouches,flavour,cold dry,not listed on VOS,,3.99,https://www.ninja-vapes.co.uk/product/cuba-nicotine-pouches,high
ninja-vapes.co.uk,cuba nicotine pouches,cuba nicotine pouches,https://vapeonlinestore.co.uk/products/cuba-nicotine-pouches,flavour,double fresh,not listed on VOS,,3.99,https://www.ninja-vapes.co.uk/product/cuba-nicotine-pouches,high
ninja-vapes.co.uk,cuba nicotine pouches,cuba nicotine pouches,https://vapeonlinestore.co.uk/products/cuba-nicotine-pouches,flavour,forest berry,not listed on VOS,,3.99,https://www.ninja-vapes.co.uk/product/cuba-nicotine-pouches,high
ninja-vapes.co.uk,cuba nicotine pouches,cuba nicotine pouches,https://vapeonlinestore.co.uk/products/cuba-nicotine-pouches,flavour,grape,not listed on VOS,,3.99,https://www.ninja-vapes.co.uk/product/cuba-nicotine-pouches,high
ninja-vapes.co.uk,cuba nicotine pouches,cuba nicotine pouches,https://vapeonlinestore.co.uk/products/cuba-nicotine-pouches,flavour,ice spearmint,not listed on VOS,,3.99,https://www.ninja-vapes.co.uk/product/cuba-nicotine-pouches,high
ninja-vapes.co.uk,cuba nicotine pouches,cuba nicotine pouches,https://vapeonlinestore.co.uk/products/cuba-nicotine-pouches,flavour,jogurt,not listed on VOS,,3.99,https://www.ninja-vapes.co.uk/product/cuba-nicotine-pouches,high
ninja-vapes.co.uk,cuba nicotine pouches,cuba nicotine pouches,https://vapeonlinestore.co.uk/products/cuba-nicotine-pouches,flavour,peach,not listed on VOS,,3.99,https://www.ninja-vapes.co.uk/product/cuba-nicotine-pouches,high
ninja-vapes.co.uk,cuba nicotine pouches,cuba nicotine pouches,https://vapeonlinestore.co.uk/products/cuba-nicotine-pouches,flavour,pineapple,not listed on VOS,,3.99,https://www.ninja-vapes.co.uk/product/cuba-nicotine-pouches,high
ninja-vapes.co.uk,cuba nicotine pouches,cuba nicotine pouches,https://vapeonlinestore.co.uk/products/cuba-nicotine-pouches,flavour,watermelon,not listed on VOS,,3.99,https://www.ninja-vapes.co.uk/product/cuba-nicotine-pouches,high
ninja-vapes.co.uk,cuttwood bar salts nic salts 10ml,cuttwood bar 10ml nic salts e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-bar-10ml-nic-salts-e-liquid,flavour,crush,not listed on VOS,,2.99,https://www.ninja-vapes.co.uk/product/cuttwood-bar-salts-nic-salts-10ml,medium
ninja-vapes.co.uk,cuttwood bar salts nic salts 10ml,cuttwood bar 10ml nic salts e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-bar-10ml-nic-salts-e-liquid,strength,5mg,not listed on VOS,,2.99,https://www.ninja-vapes.co.uk/product/cuttwood-bar-salts-nic-salts-10ml,medium
ninja-vapes.co.uk,Cuttwood 100Ml Shortfill E-Liquid,cuttwood shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-shortfill-50ml-e-liquid,flavour,bird berry,not listed on VOS,,11.99,https://www.ninja-vapes.co.uk/product/cuttwood-100ml-shortfill-eliquid,high
ninja-vapes.co.uk,Cuttwood 100Ml Shortfill E-Liquid,cuttwood shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-shortfill-50ml-e-liquid,flavour,bird brains,not listed on VOS,,11.99,https://www.ninja-vapes.co.uk/product/cuttwood-100ml-shortfill-eliquid,high
ninja-vapes.co.uk,Cuttwood 100Ml Shortfill E-Liquid,cuttwood shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-shortfill-50ml-e-liquid,flavour,blue raspberry ice,not listed on VOS,,11.99,https://www.ninja-vapes.co.uk/product/cuttwood-100ml-shortfill-eliquid,high
ninja-vapes.co.uk,Cuttwood 100Ml Shortfill E-Liquid,cuttwood shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-shortfill-50ml-e-liquid,flavour,blueberry smoothie 100vg 20pg,not listed on VOS,,11.99,https://www.ninja-vapes.co.uk/product/cuttwood-100ml-shortfill-eliquid,high
ninja-vapes.co.uk,Cuttwood 100Ml Shortfill E-Liquid,cuttwood shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-shortfill-50ml-e-liquid,flavour,boss reserve 100vg 20pg,not listed on VOS,,11.99,https://www.ninja-vapes.co.uk/product/cuttwood-100ml-shortfill-eliquid,high
ninja-vapes.co.uk,Cuttwood 100Ml Shortfill E-Liquid,cuttwood shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-shortfill-50ml-e-liquid,flavour,mega melon 100vg 20pg,not listed on VOS,,11.99,https://www.ninja-vapes.co.uk/product/cuttwood-100ml-shortfill-eliquid,high
ninja-vapes.co.uk,Cuttwood 100Ml Shortfill E-Liquid,cuttwood shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-shortfill-50ml-e-liquid,flavour,mr fritter,not listed on VOS,,11.99,https://www.ninja-vapes.co.uk/product/cuttwood-100ml-shortfill-eliquid,high
ninja-vapes.co.uk,Cuttwood 100Ml Shortfill E-Liquid,cuttwood shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-shortfill-50ml-e-liquid,flavour,passion fruit,not listed on VOS,,7.99,https://www.ninja-vapes.co.uk/product/cuttwood-50ml-e-liquid,high
ninja-vapes.co.uk,Cuttwood 100Ml Shortfill E-Liquid,cuttwood shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-shortfill-50ml-e-liquid,flavour,passion fruit 100vg 20pg,not listed on VOS,,11.99,https://www.ninja-vapes.co.uk/product/cuttwood-100ml-shortfill-eliquid,high
ninja-vapes.co.uk,Cuttwood 100Ml Shortfill E-Liquid,cuttwood shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-shortfill-50ml-e-liquid,flavour,purple rain,not listed on VOS,,11.99,https://www.ninja-vapes.co.uk/product/cuttwood-100ml-shortfill-eliquid,high
ninja-vapes.co.uk,Cuttwood 100Ml Shortfill E-Liquid,cuttwood shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-shortfill-50ml-e-liquid,flavour,strawberry banan,not listed on VOS,,7.99,https://www.ninja-vapes.co.uk/product/cuttwood-50ml-e-liquid,high
ninja-vapes.co.uk,Cuttwood 100Ml Shortfill E-Liquid,cuttwood shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-shortfill-50ml-e-liquid,flavour,strawberry banana 100vg 20pg,not listed on VOS,,11.99,https://www.ninja-vapes.co.uk/product/cuttwood-100ml-shortfill-eliquid,high
ninja-vapes.co.uk,Cuttwood 100Ml Shortfill E-Liquid,cuttwood shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-shortfill-50ml-e-liquid,flavour,sugar drizzle 100vg 20pg,not listed on VOS,,11.99,https://www.ninja-vapes.co.uk/product/cuttwood-100ml-shortfill-eliquid,high
ninja-vapes.co.uk,Cuttwood 100Ml Shortfill E-Liquid,cuttwood shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-shortfill-50ml-e-liquid,flavour,tobacco trail 100vg 20pg,not listed on VOS,,11.99,https://www.ninja-vapes.co.uk/product/cuttwood-100ml-shortfill-eliquid,high
ninja-vapes.co.uk,Cuttwood 100Ml Shortfill E-Liquid,cuttwood shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-shortfill-50ml-e-liquid,flavour,unicorn delight,not listed on VOS,,11.99,https://www.ninja-vapes.co.uk/product/cuttwood-100ml-shortfill-eliquid,high
ninja-vapes.co.uk,Cuttwood 100Ml Shortfill E-Liquid,cuttwood shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/cuttwood-shortfill-50ml-e-liquid,flavour,unicorn milk 100vg 20pg,not listed on VOS,,11.99,https://www.ninja-vapes.co.uk/product/cuttwood-100ml-shortfill-eliquid,high
ninja-vapes.co.uk,devil vapour 50ml e-liquid juice,devil vapour shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/devil-vapour-shortfill-50ml-e-liquid,flavour,black aniseed,not listed on VOS,,4.99,https://www.ninja-vapes.co.uk/product/devil-vapour-50ml-e-liquid,high
ninja-vapes.co.uk,devil vapour 50ml e-liquid juice,devil vapour shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/devil-vapour-shortfill-50ml-e-liquid,flavour,blackcurrant lozenges,not listed on VOS,,4.99,https://www.ninja-vapes.co.uk/product/devil-vapour-50ml-e-liquid,high
ninja-vapes.co.uk,devil vapour 50ml e-liquid juice,devil vapour shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/devil-vapour-shortfill-50ml-e-liquid,flavour,cherry menthol,not listed on VOS,,4.99,https://www.ninja-vapes.co.uk/product/devil-vapour-50ml-e-liquid,high
ninja-vapes.co.uk,devil vapour 50ml e-liquid juice,devil vapour shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/devil-vapour-shortfill-50ml-e-liquid,flavour,cherry slush,not listed on VOS,,4.99,https://www.ninja-vapes.co.uk/product/devil-vapour-50ml-e-liquid,high
ninja-vapes.co.uk,devil vapour 50ml e-liquid juice,devil vapour shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/devil-vapour-shortfill-50ml-e-liquid,flavour,icy apple,not listed on VOS,,4.99,https://www.ninja-vapes.co.uk/product/devil-vapour-50ml-e-liquid,high
ninja-vapes.co.uk,devil vapour 50ml e-liquid juice,devil vapour shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/devil-vapour-shortfill-50ml-e-liquid,flavour,pineapple lime soda,not listed on VOS,,4.99,https://www.ninja-vapes.co.uk/product/devil-vapour-50ml-e-liquid,high
ninja-vapes.co.uk,devil vapour 50ml e-liquid juice,devil vapour shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/devil-vapour-shortfill-50ml-e-liquid,flavour,raspberry,not listed on VOS,,4.99,https://www.ninja-vapes.co.uk/product/devil-vapour-50ml-e-liquid,high
ninja-vapes.co.uk,devil vapour 50ml e-liquid juice,devil vapour shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/devil-vapour-shortfill-50ml-e-liquid,flavour,raspberry kiwi,not listed on VOS,,4.99,https://www.ninja-vapes.co.uk/product/devil-vapour-50ml-e-liquid,high
ninja-vapes.co.uk,devil vapour 50ml e-liquid juice,devil vapour shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/devil-vapour-shortfill-50ml-e-liquid,flavour,strawberry kiwi bgum,not listed on VOS,,4.99,https://www.ninja-vapes.co.uk/product/devil-vapour-50ml-e-liquid,high
ninja-vapes.co.uk,devil vapour 50ml e-liquid juice,devil vapour shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/devil-vapour-shortfill-50ml-e-liquid,flavour,strawberry milkshake,not listed on VOS,,4.99,https://www.ninja-vapes.co.uk/product/devil-vapour-50ml-e-liquid,high
ninja-vapes.co.uk,devil vapour 50ml e-liquid juice,devil vapour shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/devil-vapour-shortfill-50ml-e-liquid,flavour,sweet raspberry cherry sour,not listed on VOS,,4.99,https://www.ninja-vapes.co.uk/product/devil-vapour-50ml-e-liquid,high
ninja-vapes.co.uk,devil vapour 50ml e-liquid juice,devil vapour shortfill 50ml e-liquid,https://vapeonlinestore.co.uk/products/devil-vapour-shortfill-50ml-e-liquid,flavour,twister lolly,not listed on VOS,,4.99,https://www.ninja-vapes.co.uk/product/devil-vapour-50ml-e-liquid,high
ninja-vapes.co.uk,100Ml Shortfill E-Liquid By Donut King,dk cakes shortfill 100ml e-liquid,https://vapeonlinestore.co.uk/products/dk-cakes-shortfill-100ml-e-liquid,flavour,banana custard,not listed on VOS,,6.99,https://www.ninja-vapes.co.uk/product/Banana-custard-donut-king,reviewed
ninja-vapes.co.uk,100Ml Shortfill E-Liquid By Donut King,dk cakes shortfill 100ml e-liquid,https://vapeonlinestore.co.uk/products/dk-cakes-shortfill-100ml-e-liquid,flavour,cinnamon apple,not listed on VOS,,6.99,https://www.ninja-vapes.co.uk/product/cinnamon-apple-donut-king,reviewed
ninja-vapes.co.uk,100Ml Shortfill E-Liquid By Donut King,dk cakes shortfill 100ml e-liquid,https://vapeonlinestore.co.uk/products/dk-cakes-shortfill-100ml-e-liquid,flavour,delightful lemon,not listed on VOS,,6.99,https://www.ninja-vapes.co.uk/product/delightful-lemon-donut-king,reviewed
ninja-vapes.co.uk,100Ml Shortfill E-Liquid By Donut King,dk cakes shortfill 100ml e-liquid,https://vapeonlinestore.co.uk/products/dk-cakes-shortfill-100ml-e-liquid,flavour,jaffa,not listed on VOS,,6.99,https://www.ninja-vapes.co.uk/product/jaffa-donut-king,reviewed
ninja-vapes.co.uk,100Ml Shortfill E-Liquid By Donut King,dk cakes shortfill 100ml e-liquid,https://vapeonlinestore.co.uk/products/dk-cakes-shortfill-100ml-e-liquid,flavour,passion party,not listed on VOS,,6.99,https://www.ninja-vapes.co.uk/product/passion-party-donut-king,reviewed
ninja-vapes.co.uk,100Ml Shortfill E-Liquid By Donut King,dk cakes shortfill 100ml e-liquid,https://vapeonlinestore.co.uk/products/dk-cakes-shortfill-100ml-e-liquid,flavour,raspberry coconut,not listed on VOS,,6.99,https://www.ninja-vapes.co.uk/product/raspberry-coconut-donut-king,reviewed
ninja-vapes.co.uk,100Ml Shortfill E-Liquid By Donut King,dk cakes shortfill 100ml e-liquid,https://vapeonlinestore.co.uk/products/dk-cakes-shortfill-100ml-e-liquid,flavour,rhubarb custard,not listed on VOS,,6.99,https://www.ninja-vapes.co.uk/product/rhubarb-donut-king,reviewed
ninja-vapes.co.uk,100Ml Shortfill E-Liquid By Donut King,dk cakes shortfill 100ml e-liquid,https://vapeonlinestore.co.uk/products/dk-cakes-shortfill-100ml-e-liquid,flavour,vanilla custard,not listed on VOS,,6.99,https://www.ninja-vapes.co.uk/product/vanilla-custard-donut-king,reviewed
ninja-vapes.co.uk,donut king bar series 100ml shortfill e-liquids,donut king bar series 100ml shortfill,https://vapeonlinestore.co.uk/products/donut-king-bar-series-100ml,flavour,mixed fruits gummy bear,not listed on VOS,,4.99,https://www.ninja-vapes.co.uk/product/donut-king-bar-series-100ml-shortfills,reviewed
ninja-vapes.co.uk,donut king n shake 100ml shortfill e-liquid,donut king n shake shortfill 100ml e-liquid,https://vapeonlinestore.co.uk/products/donut-king-n-shake-100ml,flavour,shamrock rock,not listed on VOS,,4.99,https://www.ninja-vapes.co.uk/product/donut-king-n-shake-100ml-shortfills,high
ninja-vapes.co.uk,double drip 10k refill pods,double drip 10k refill pod,https://vapeonlinestore.co.uk/products/double-drip-10k-refill-pod,flavour,spearmint menthol,listed on VOS but out of stock,spearmint menthol,5.99,https://www.ninja-vapes.co.uk/product/refill-pods-for-double-drip-10k,high
ninja-vapes.co.uk,dovpo ayce pro pod kit,dovpo ayce pro vape kit,https://vapeonlinestore.co.uk/products/dovpo-ayce-pro-pod-kit,colour,nacre black,not listed on VOS,,18.99,https://www.ninja-vapes.co.uk/product/dovpo-ayce-pro-pod-kit,high
ninja-vapes.co.uk,dovpo ayce pro pod kit,dovpo ayce pro vape kit,https://vapeonlinestore.co.uk/products/dovpo-ayce-pro-pod-kit,colour,nacre blue,not listed on VOS,,18.99,https://www.ninja-vapes.co.uk/product/dovpo-ayce-pro-pod-kit,high
ninja-vapes.co.uk,dovpo ayce pro pod kit,dovpo ayce pro vape kit,https://vapeonlinestore.co.uk/products/dovpo-ayce-pro-pod-kit,colour,nacre dark blue,not listed on VOS,,18.99,https://www.ninja-vapes.co.uk/product/dovpo-ayce-pro-pod-kit,high
ninja-vapes.co.uk,dovpo ayce pro pod kit,dovpo ayce pro vape kit,https://vapeonlinestore.co.uk/products/dovpo-ayce-pro-pod-kit,colour,nacre gold,not listed on VOS,,18.99,https://www.ninja-vapes.co.uk/product/dovpo-ayce-pro-pod-kit,high
ninja-vapes.co.uk,dovpo ayce pro pod kit,dovpo ayce pro vape kit,https://vapeonlinestore.co.uk/products/dovpo-ayce-pro-pod-kit,colour,nacre pink,not listed on VOS,,18.99,https://www.ninja-vapes.co.uk/product/dovpo-ayce-pro-pod-kit,high
ninja-vapes.co.uk,dovpo ayce pro pod kit,dovpo ayce pro vape kit,https://vapeonlinestore.co.uk/products/dovpo-ayce-pro-pod-kit,colour,nacre purple red,not listed on VOS,,18.99,https://www.ninja-vapes.co.uk/product/dovpo-ayce-pro-pod-kit,high
ninja-vapes.co.uk,dovpo ayce pro pod kit,dovpo ayce pro vape kit,https://vapeonlinestore.co.uk/products/dovpo-ayce-pro-pod-kit,colour,nacre red,not listed on VOS,,18.99,https://www.ninja-vapes.co.uk/product/dovpo-ayce-pro-pod-kit,high
ninja-vapes.co.uk,dovpo ayce pro pod kit,dovpo ayce pro vape kit,https://vapeonlinestore.co.uk/products/dovpo-ayce-pro-pod-kit,colour,nacre silver,not listed on VOS,,18.99,https://www.ninja-vapes.co.uk/product/dovpo-ayce-pro-pod-kit,high
ninja-vapes.co.uk,dovpo ayce pro pod kit,dovpo ayce pro vape kit,https://vapeonlinestore.co.uk/products/dovpo-ayce-pro-pod-kit,colour,nacre sunset sky,not listed on VOS,,18.99,https://www.ninja-vapes.co.uk/product/dovpo-ayce-pro-pod-kit,high
ninja-vapes.co.uk,Nic Salt E-Liquid By Drifter,drifter bar 10ml nic salt e-liquid,https://vapeonlinestore.co.uk/products/drifter-bar-10ml-nic-salt,flavour,pineapple ice,not listed on VOS,,3.95,https://www.ninja-vapes.co.uk/product/pineapple-ice-nic-salt-drifter,medium
